#iterations	mean Measure
43501	0.001197306803412422
44001	0.0012110127801720275
44501	0.001230065046833522
45001	0.001239468821467932
45501	0.0012518140763472661
46001	0.0012579585294565968
46501	0.0012685343390687468
47001	0.0012827804449579519
47501	0.001291015256533974
48001	0.0012964161774766869
48501	0.0012997413891255116
49001	0.001306244009929176
49501	0.001318485995958518
50001	0.0013272593117104748
50501	0.001331839401103934
51001	0.0013380599564438312
51501	0.001345532694760316
52001	0.001353483264589084
52001	0.001353483264589084
52501	0.0013610526874251348
52501	0.0013610526874251348
53001	0.001373292713945517
53001	0.001373292713945517
53501	0.0013795066621877094
54001	0.0013882938293674014
54001	0.0013882938293674014
54001	0.0013882938293674014
54001	0.0013882938293674014
54001	0.0013882938293674014
54501	0.0013948930410999354
55001	0.0014072146431363202
55001	0.0014072146431363202
55001	0.0014072146431363202
55001	0.0014072146431363202
55501	0.0014155901910541634
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56001	0.0014257801045468954
56501	0.0014353786865718482
57001	0.0014469377715280074
57001	0.0014469377715280074
57001	0.0014469377715280074
57001	0.0014469377715280074
57501	0.0014589498797243261
58001	0.001468465866997146
58501	0.0014803505298317035
59001	0.0014944920309479391
59001	0.0014944920309479391
59001	0.0014944920309479391
59001	0.0014944920309479391
59001	0.0014944920309479391
59001	0.0014944920309479391
59001	0.0014944920309479391
59501	0.0015039133312328321
60001	0.0015157061110024764
60501	0.0015246838848233743
61001	0.0015332804468379995
61001	0.0015332804468379995
61501	0.0015418054287028068
61501	0.0015418054287028068
62001	0.0015515149936688732
62501	0.0015579282306086724
63001	0.0015639481221397557
63501	0.0015704484121688807
64001	0.001573246761530095
64501	0.0015763435855087728
65001	0.0015854885768718794
65001	0.0015854885768718794
65501	0.001591934924676573
66001	0.0016000689257205847
66501	0.0016063347555953778
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67001	0.0016173152498898326
67501	0.0016255017496581202
68001	0.0016377397679495944
68501	0.0016427953320688586
68501	0.0016427953320688586
68501	0.0016427953320688586
68501	0.0016427953320688586
68501	0.0016427953320688586
68501	0.0016427953320688586
68501	0.0016427953320688586
68501	0.0016427953320688586
69001	0.0016491044899766662
69501	0.0016549406117562376
70001	0.0016609046371231378
70501	0.0016679947150474634
71001	0.0016752968456899458
71001	0.0016752968456899458
71001	0.0016752968456899458
71001	0.0016752968456899458
71501	0.0016861066775485033
72001	0.0016916631013750647
72501	0.0016973999848446841
72501	0.0016973999848446841
72501	0.0016973999848446841
73001	0.0017078650839740285
73501	0.0017149095112441823
74001	0.0017191169695497622
74501	0.0017249673349095584
74501	0.0017249673349095584
74501	0.0017249673349095584
75001	0.0017303131312727102
75501	0.001737894911415214
76001	0.0017444904855163348
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
76501	0.001751614423297196
77001	0.0017630766751273942
77501	0.0017719509028412685
78001	0.0017829782362969418
78501	0.0017926891864485507
78501	0.0017926891864485507
78501	0.0017926891864485507
78501	0.0017926891864485507
78501	0.0017926891864485507
79001	0.001800113674289203
79501	0.0018088657851339533
79501	0.0018088657851339533
80001	0.0018193859513064
80501	0.0018307414842677024
81001	0.0018391514844488938
81501	0.0018470468632507029
82001	0.0018559446602793965
82501	0.0018638701962897992
83001	0.0018744002328673532
83001	0.0018744002328673532
83001	0.0018744002328673532
83001	0.0018744002328673532
83501	0.001883764708945405
84001	0.0018939782080661734
84501	0.0019070308280725195
85001	0.0019276745527568979
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
85501	0.0019486011740684549
86001	0.0019703858477931107
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
86501	0.0019957869397872145
87001	0.0020437159359964568
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
87501	0.002062696753171716
88001	0.0020837484167102495
88501	0.00208994688255646
89001	0.0020797216718495496
89501	0.002067888949794679
89501	0.002067888949794679
89501	0.002067888949794679
90001	0.0020560835280973703
90501	0.002044077424716078
90501	0.002044077424716078
91001	0.00203229171884408
91501	0.002020876540852167
92001	0.002009638675161512
92501	0.001998478848797976
93001	0.00198763167268413
93501	0.001976914113333051
94001	0.0019661323655134877
94501	0.0019553837552647555
95001	0.001944996921041339
95501	0.0019346658102393102
96001	0.0019243246343458424
96001	0.0019243246343458424
96501	0.0019142591948571714
97001	0.0019041884113721002
97501	0.0018941326806625252
97501	0.0018941326806625252
98001	0.00188437061131107
98001	0.00188437061131107
98501	0.001874845863000511
99001	0.001865171549051096
99501	0.00185592873951883
